id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,manual_label_normalized,vader_label,vader_compound,vader_pos_conf,vader_neu_conf,vader_neg_conf
4087,well the email chain gave me a completely unrelated response about three hours whatever yeah,well the email chain gave me a completely unrelated response about three hours,0,negative,Sarcasm,negative,Home & Kitchen,15,13,medium,2,1,0,en,negative,positive,0.2732,0.16,0.84,0.0
4088,right  so the automated bot pretended they couldnt hear me talk about my issue oh well ok,right so the automated bot pretended they couldnt hear me talk about my issue oh well ok,0,negative,Frustration,negative,Automotive,17,17,long,2,1,0,en,negative,positive,0.5106,0.223,0.777,0.0
4089,well the representative ignored my question regarding three hours take it or leave it hmm,well the representative ignored my question regarding three hours take it or leave it,0,negative,Disappointment,negative,Home & Kitchen,15,14,medium,3,1,0,en,negative,negative,-0.1027,0.127,0.663,0.211
4090,i guess the help desk gave me a completely unrelated response about another product entirely !!,i guess the help desk gave me a completely unrelated response about another product entirely,0,negative,Frustration,negative,Electronics,16,15,long,2,1,0,en,negative,positive,0.4019,0.184,0.816,0.0
4092,Wow Their phone system kept me company for the refund policy Yup ??,their phone system kept me company for the refund policy,0,negative,Sarcasm,negative,Automotive,13,10,medium,7,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4093,if im being real their phone system kept me company for my issue end of story hmm,if im being real their phone system kept me company for my issue end of story,0,negative,Frustration,negative,Sports & Outdoors,17,16,long,1,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4095,The email chain ignored my question regarding three hours Fascinating ok,the email chain ignored my question regarding three hours ok,0,negative,Frustration,negative,Sports & Outdoors,11,10,medium,0,1,0,en,negative,neutral,-0.0258,0.176,0.64,0.184
4096,the automated bot gave me a completely unrelated response about three hours whatever .,the automated bot gave me a completely unrelated response about three hours,0,negative,Sarcasm,negative,Electronics,14,12,medium,1,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4097,right so the email chain sent me into an infinite loop of the refund policy,right so the email chain sent me into an infinite loop of the refund policy,0,negative,Frustration,negative,Automotive,15,15,long,3,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4098,their  phone system gave me a completely unrelated response about the refund policy anyway ok,their phone system gave me a completely unrelated response about the refund policy ok,0,negative,Sarcasm,negative,Sports & Outdoors,15,14,medium,2,1,0,en,negative,positive,0.296,0.155,0.845,0.0
4100,The email chain ignored my question regarding another product entirely tbh,the email chain ignored my question regarding another product entirely,0,negative,Disappointment,negative,Clothing,11,10,medium,3,1,0,en,negative,negative,-0.3182,0.0,0.796,0.204
4101,well the help desk sent me into an infinite loop of three hours take it or leave it wow,well the help desk sent me into an infinite loop of three hours take it or leave it,0,negative,Disappointment,negative,Automotive,19,18,long,3,1,0,en,negative,positive,0.5574,0.229,0.714,0.057
4102,if im being real the automated bot gave me a completely unrelated response about hold music,if im being real the automated bot gave me a completely unrelated response about hold music,0,negative,Sarcasm,negative,Automotive,16,16,long,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4103,The  representative pretended they couldn't hear me talk about another product entirely Anyway hmm,the representative pretended they couldn't hear me talk about another product entirely,0,negative,Frustration,negative,Sports & Outdoors,14,12,medium,1,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4104,Right so The help desk pretended they couldn't hear me talk about three hours End of story wow,right so the help desk pretended they couldn't hear me talk about three hours end of story,0,negative,Sarcasm,negative,Home & Kitchen,18,17,long,0,1,0,en,negative,positive,0.4549,0.157,0.843,0.0
4105,listen the email chain sent me into an infinite loop of three hours ??,listen the email chain sent me into an infinite loop of three hours,0,negative,Frustration,negative,Electronics,14,13,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4106,well the representative kept me company for my issue make of that what you will wow,well the representative kept me company for my issue make of that what you will,0,negative,Disappointment,negative,Sports & Outdoors,16,15,long,1,1,0,en,negative,positive,0.2732,0.13,0.87,0.0
4108,ok so the email chain gave me a completely unrelated response about the refund policy .,ok so the email chain gave me a completely unrelated response about the refund policy,0,negative,Frustration,negative,Clothing,16,15,long,4,1,0,en,negative,positive,0.296,0.145,0.855,0.0
4109,The automated bot sent me into an infinite loop of three hours Oh well lol,the automated bot sent me into an infinite loop of three hours oh well,0,negative,Disappointment,negative,Clothing,15,14,medium,2,1,0,en,negative,positive,0.2732,0.139,0.861,0.0
4110,so their phone system ignored my question regarding hold music yup wow,so their phone system ignored my question regarding hold music,0,negative,Disappointment,negative,Sports & Outdoors,12,10,medium,0,1,0,en,negative,negative,-0.3182,0.0,0.796,0.204
4111,listen the help desk ignored my question regarding the refund policy fascinating .,listen the help desk ignored my question regarding the refund policy,0,negative,Sarcasm,negative,Home & Kitchen,13,11,medium,5,1,0,en,negative,positive,0.1027,0.193,0.643,0.164
4113,Right  so Their phone system pretended they couldnt hear me talk about the refund policy,right so their phone system pretended they couldnt hear me talk about the refund policy,0,negative,Frustration,negative,Home & Kitchen,15,15,long,1,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4114,okay the automated bot kept me company for three hours smh,okay the automated bot kept me company for three hours,0,negative,Frustration,negative,Clothing,11,10,medium,1,1,0,en,negative,positive,0.2263,0.174,0.826,0.0
4115,The help desk sent me into an infinite loop of another product entirely,the help desk sent me into an infinite loop of another product entirely,0,negative,Disappointment,negative,Automotive,13,13,medium,2,1,0,en,negative,positive,0.4019,0.184,0.816,0.0
4116,I guess The representative ignored my question regarding the refund policy smh,i guess the representative ignored my question regarding the refund policy,0,negative,Frustration,negative,Home & Kitchen,12,11,medium,3,1,0,en,negative,negative,-0.3182,0.0,0.796,0.204
4117,Look The automated bot sent me into an infinite loop of the refund policy,look the automated bot sent me into an infinite loop of the refund policy,0,negative,Sarcasm,negative,Electronics,14,14,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4118,Look The automated bot ignored my question regarding hold music End of story tbh,look the automated bot ignored my question regarding hold music end of story,0,negative,Sarcasm,negative,Clothing,14,13,medium,3,1,0,en,negative,negative,-0.3182,0.0,0.839,0.161
4119,Right so The automated bot gave me a completely unrelated response about my issue lol,right so the automated bot gave me a completely unrelated response about my issue,0,negative,Frustration,negative,Clothing,15,14,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4122,wow the automated bot pretended they couldnt hear me talk about three hours,the automated bot pretended they couldnt hear me talk about three hours,0,negative,Disappointment,negative,Sports & Outdoors,13,12,medium,10,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4124,The  representative kept me company for another product entirely Yup .,the representative kept me company for another product entirely,0,negative,Frustration,negative,Home & Kitchen,11,9,medium,3,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4125,well their phone system pretended they couldn't hear me talk about the refund policy just putting it out there hmm,well their phone system pretended they couldn't hear me talk about the refund policy just putting it out there,0,negative,Sarcasm,negative,Sports & Outdoors,20,19,long,1,1,0,en,negative,positive,0.2732,0.104,0.896,0.0
4126,Okay Teh automated bot gave me a completely unrelated response about hold music wow,okay teh automated bot gave me a completely unrelated response about hold music,0,negative,Frustration,negative,Sports & Outdoors,14,13,medium,4,1,0,en,negative,positive,0.2263,0.147,0.853,0.0
4127,Their phone syste msent me into an infinite loop of my issue Take it or leave it .,their phone syste msent me into an infinite loop of my issue take it or leave it,0,negative,Disappointment,negative,Electronics,18,17,long,3,1,0,en,negative,negative,-0.0516,0.0,0.93,0.07
4128,the help desk ignored my question regarding my issue,the help desk ignored my question regarding my issue,0,negative,Disappointment,negative,Automotive,9,9,medium,3,1,0,en,negative,positive,0.1027,0.225,0.583,0.192
4129,Well The automated bot ignored my question regarding my issue !!,well the automated bot ignored my question regarding my issue,0,negative,Frustration,negative,Automotive,11,10,medium,0,1,0,en,negative,negative,-0.0516,0.169,0.645,0.185
4130,okay the email chain pretended they couldn't hear me talk about the refund policy smh,okay the email chain pretended they couldn't hear me talk about the refund policy,0,negative,Frustration,negative,Home & Kitchen,15,14,medium,5,1,0,en,negative,positive,0.2263,0.128,0.872,0.0
4131,the email chain gave me a completely unrelated response about another product entirely !!,the email chain gave me a completely unrelated response about another product entirely,0,negative,Frustration,negative,Clothing,14,13,medium,2,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4132,The email chain ignored my question regarding hold music,the email chain ignored my question regarding hold music,0,negative,Frustration,negative,Automotive,9,9,medium,0,1,0,en,negative,negative,-0.3182,0.0,0.777,0.223
4133,their phone system gave me a completely unreltaed response about hold music take it or leave it wow,their phone system gave me a completely unreltaed response about hold music take it or leave it,0,negative,Disappointment,negative,Clothing,18,17,long,2,1,0,en,negative,negative,-0.0516,0.0,0.926,0.074
4134,Ok so The help desk ignored my question regarding the refund policy Oh well wow,ok so the help desk ignored my question regarding the refund policy oh well,0,negative,Disappointment,negative,Automotive,15,14,medium,2,1,0,en,negative,positive,0.6096,0.372,0.511,0.117
4135,First off The representative ignored my question regarding my issue Just putting it out there ok,first off the representative ignored my question regarding my issue just putting it out there ok,0,negative,Disappointment,negative,Automotive,16,16,long,0,1,0,en,negative,neutral,-0.0258,0.119,0.757,0.124
4136,Ok so The representative pretended they couldn't hear me talk about another product entirely,ok so the representative pretended they couldn't hear me talk about another product entirely,0,negative,Frustration,negative,Electronics,14,14,medium,0,1,0,en,negative,positive,0.296,0.145,0.855,0.0
4137,The representative pretended they couldn't hear me talk about the refund policy Just putting it out there .,the representative pretended they couldn't hear me talk about the refund policy just putting it out there,0,negative,Sarcasm,negative,Automotive,18,17,long,8,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4138,Listen Their phone system ignored my question regarding three hours Yup hmm,listen their phone system ignored my question regarding three hours,0,negative,Sarcasm,negative,Automotive,12,10,medium,4,1,0,en,negative,negative,-0.3182,0.0,0.796,0.204
4140,ok  so the help desk ignored my question regarding the refund policy anyway ok,ok so the help desk ignored my question regarding the refund policy ok,0,negative,Sarcasm,negative,Clothing,14,13,medium,2,1,0,en,negative,positive,0.6222,0.395,0.482,0.123
4141,Look The representative ignored my question regarding another product entirely Just putting it out there .,look the representative ignored my question regarding another product entirely just putting it out there,0,negative,Frustration,negative,Sports & Outdoors,16,15,long,3,1,0,en,negative,negative,-0.3182,0.0,0.859,0.141
4142,bruh their phone system pretended they couldnt hear me talk about three hours take it or leave it,their phone system pretended they couldnt hear me talk about three hours take it or leave it,0,negative,Disappointment,negative,Home & Kitchen,18,17,long,3,1,0,en,negative,negative,-0.0516,0.0,0.93,0.07
4145,honestly  the automated bot pretended they couldn't hear me talk about the refund policy taek it or leave it ok,honestly the automated bot pretended they couldn't hear me talk about the refund policy taek it or leave it ok,0,negative,Sarcasm,negative,Clothing,20,20,long,4,1,0,en,negative,positive,0.6124,0.222,0.726,0.051
4146,Bruh hTe representative pretended they couldnt hear me talk about another product entirely Make of that what you will lol,hte representative pretended they couldnt hear me talk about another product entirely make of that what you will,0,negative,Sarcasm,negative,Home & Kitchen,20,18,long,6,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4147,bruh  the help desk sent me into an infinite loop of three hours anyway,the help desk sent me into an infinite loop of three hours,0,negative,Disappointment,negative,Home & Kitchen,14,12,medium,5,1,0,en,negative,positive,0.4019,0.197,0.803,0.0
4148,Look  The email chain sent me into an infinite loop of another product entirely,look the email chain sent me into an infinite loop of another product entirely,0,negative,Frustration,negative,Home & Kitchen,14,14,medium,7,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4149,i  guess the help desk gave me a completely unrelated response about the refund policy end of story .,i guess the help desk gave me a completely unrelated response about the refund policy end of story,0,negative,Sarcasm,negative,Home & Kitchen,19,18,long,0,1,0,en,negative,positive,0.4019,0.153,0.847,0.0
4150,ok so the representative sent me into an infniite loop of three hours lol,ok so the representative sent me into an infniite loop of three hours,0,negative,Disappointment,negative,Electronics,14,13,medium,0,1,0,en,negative,positive,0.296,0.155,0.845,0.0
4151,Right so The representative kept me company for my issue lol,right so the representative kept me company for my issue,0,negative,Disappointment,negative,Electronics,11,10,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4153,Bruh The email chain sent me into an infinite loop of my issue Oh well,the email chain sent me into an infinite loop of my issue oh well,0,negative,Disappointment,negative,Electronics,15,14,medium,2,1,0,en,negative,positive,0.2732,0.139,0.861,0.0
4154,Right  so The representative gave me a completely unrelated response about the refund policy Just putting it out there lol,right so the representative gave me a completely unrelated response about the refund policy just putting it out there,0,negative,Disappointment,negative,Electronics,20,19,long,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4155,The email chain sent me into an infinite loop of my issue Fascinating .,the email chain sent me into an infinite loop of my issue,0,negative,Sarcasm,negative,Home & Kitchen,14,12,medium,6,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4160,the representative sent me into an infinite loop of another product entirely end of story !!,the representative sent me into an infinite loop of another product entirely end of story,0,negative,Disappointment,negative,Electronics,16,15,long,7,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4161,If im being real The automated bot kept me company for another product entirely Fascinating ok,if im being real the automated bot kept me company for another product entirely ok,0,negative,Disappointment,negative,Clothing,16,15,long,1,1,0,en,negative,positive,0.3597,0.151,0.849,0.0
4162,So The automated bot sent me into an infinite loop of another product entirely Fascinating wow,so the automated bot sent me into an infinite loop of another product entirely,0,negative,Sarcasm,negative,Sports & Outdoors,16,14,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4165,Ok so The automated bot ignored my question regarding another product entirely ok,ok so the automated bot ignored my question regarding another product entirely ok,0,negative,Frustration,negative,Sports & Outdoors,13,13,medium,0,1,0,en,negative,positive,0.2732,0.263,0.599,0.138
4166,listen the email chain ignored my question regarding three hours fascinating lol,listen the email chain ignored my question regarding three hours,0,negative,Disappointment,negative,Home & Kitchen,12,10,medium,0,1,0,en,negative,negative,-0.3182,0.0,0.796,0.204
4168,First off The representative kept me company for my issue Fascinating .,first off the representative kept me company for my issue,0,negative,Frustration,negative,Electronics,12,10,medium,3,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4169,their phone system ignored my question regarding my issue !!,their phone system ignored my question regarding my issue,0,negative,Disappointment,negative,Clothing,10,9,medium,6,1,0,en,negative,negative,-0.3182,0.0,0.777,0.223
4170,The  automated bot sent me into an infinite loop of another product entirely Just putting it out there,the automated bot sent me into an infinite loop of another product entirely just putting it out there,0,negative,Frustration,negative,Automotive,18,18,long,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4171,ok so the representative gave me a completely unrelated response about my issue cheers,ok so the representative gave me a completely unrelated response about my issue,0,negative,Disappointment,negative,Automotive,14,13,medium,3,1,0,en,negative,positive,0.296,0.167,0.833,0.0
4172,If im being real The help desk ignored my question regarding another product entirely Yup smh,if im being real the help desk ignored my question regarding another product entirely,0,negative,Disappointment,negative,Clothing,16,14,medium,3,1,0,en,negative,positive,0.1027,0.159,0.706,0.135
4173,Wow The representative pretended they couldn't hear me talk about hold music End of story ok,the representative pretended they couldn't hear me talk about hold music end of story ok,0,negative,Frustration,negative,Automotive,16,15,long,2,1,0,en,negative,positive,0.296,0.136,0.864,0.0
4174,So  The email chain kept me company for my issue Oh well lol,so the email chain kept me company for my issue oh well,0,negative,Sarcasm,negative,Electronics,13,12,medium,0,1,0,en,negative,positive,0.2732,0.16,0.84,0.0
4176,Okay The email chain kept me company for my issue Whatever,okay the email chain kept me company for my issue,0,negative,Sarcasm,negative,Sports & Outdoors,11,10,medium,6,1,0,en,negative,positive,0.2263,0.174,0.826,0.0
4177,Ok so The email chain ignored my question regarding hold music Just putting it out there yeah,ok so the email chain ignored my question regarding hold music just putting it out there,0,negative,Frustration,negative,Clothing,17,16,long,1,1,0,en,negative,neutral,-0.0258,0.119,0.757,0.124
4178,the help desk pretended they coludn't hear me talk about hold music smh,the help desk pretended they coludn't hear me talk about hold music,0,negative,Disappointment,negative,Clothing,13,12,medium,0,1,0,en,negative,positive,0.4019,0.197,0.803,0.0
4180,Wow  The representative pretended they couldnt hear me talk about another product entirely Just putting it out there wow,the representative pretended they couldnt hear me talk about another product entirely just putting it out there,0,negative,Frustration,negative,Home & Kitchen,19,17,long,5,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4181,their phone system pretended they couldnt hear me talk about three hours anyway,their phone system pretended they couldnt hear me talk about three hours,0,negative,Sarcasm,negative,Home & Kitchen,13,12,medium,1,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4183,The help desk kept me company for hold music Just putting it out there smh,the help desk kept me company for hold music just putting it out there,0,negative,Sarcasm,negative,Home & Kitchen,15,14,medium,2,1,0,en,negative,positive,0.4019,0.172,0.828,0.0
4185,the help desk kept me company for hold music take it or leave it,the help desk kept me company for hold music take it or leave it,0,negative,Disappointment,negative,Clothing,14,14,medium,0,1,0,en,negative,positive,0.3612,0.17,0.755,0.075
4187,well the email chain gave me a completely unrelated response about another product entirely wow,well the email chain gave me a completely unrelated response about another product entirely,0,negative,Sarcasm,negative,Clothing,15,14,medium,2,1,0,en,negative,positive,0.2732,0.149,0.851,0.0
4188,the representative ignored my question regarding the refund policy end of story yeah,the representative ignored my question regarding the refund policy end of story,0,negative,Frustration,negative,Home & Kitchen,13,12,medium,1,1,0,en,negative,negative,-0.3182,0.0,0.827,0.173
4189,I guess The help desk kept me company for three hours Make of that what you will,i guess the help desk kept me company for three hours make of that what you will,0,negative,Frustration,negative,Home & Kitchen,17,17,long,0,1,0,en,negative,positive,0.4019,0.153,0.847,0.0
4191,look the automated bot kept me company for the refund policy hmm,look the automated bot kept me company for the refund policy,0,negative,Sarcasm,negative,Sports & Outdoors,12,11,medium,2,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4192,so the representative kept me company for three hours end of story .,so the representative kept me company for three hours end of story,0,negative,Frustration,negative,Automotive,13,12,medium,1,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4193,Well The automated bot gave me a completely unrelated response about the refund policy Fascinating,well the automated bot gave me a completely unrelated response about the refund policy,0,negative,Disappointment,negative,Automotive,15,14,medium,0,1,0,en,negative,positive,0.2732,0.149,0.851,0.0
4194,if im being real their phone system kept me company for the refund policy oh well !!,if im being real their phone system kept me company for the refund policy oh well,0,negative,Sarcasm,negative,Sports & Outdoors,17,16,long,0,1,0,en,negative,positive,0.2732,0.123,0.877,0.0
4195,First off The help desk kept me company for three hours Cheers lol,first off the help desk kept me company for three hours,0,negative,Sarcasm,negative,Clothing,13,11,medium,0,1,0,en,negative,positive,0.4019,0.213,0.787,0.0
4196,Wow Their phone system kept me company for hold music,their phone system kept me company for hold music,0,negative,Sarcasm,negative,Home & Kitchen,10,9,medium,10,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4198,Wow The email chain pretended they couldnt hear me talk about the refund policy Anyway yeah,the email chain pretended they couldnt hear me talk about the refund policy,0,negative,Sarcasm,negative,Automotive,16,13,medium,3,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4199,Listen Their phone ysstem kept me company for my issue tbh,listen their phone ysstem kept me company for my issue,0,negative,Frustration,negative,Automotive,11,10,medium,1,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4200,Okay Their phone system kept me company for three hours hmm,okay their phone system kept me company for three hours,0,negative,Sarcasm,negative,Automotive,11,10,medium,1,1,0,en,negative,positive,0.2263,0.174,0.826,0.0
4201,I guess Their phone system ignored my question regarding the refund policy Yup,i guess their phone system ignored my question regarding the refund policy,0,negative,Sarcasm,negative,Electronics,13,12,medium,0,1,0,en,negative,negative,-0.3182,0.0,0.813,0.187
4202,honestly the representative sent me into an infinite loop of my issue just putting it out there,honestly the representative sent me into an infinite loop of my issue just putting it out there,0,negative,Sarcasm,negative,Electronics,17,17,long,2,1,0,en,negative,positive,0.4588,0.158,0.842,0.0
4205,Listen  The email chain sent me into an infinite loop of hold music Cheers,listen the email chain sent me into an infinite loop of hold music,0,negative,Sarcasm,negative,Sports & Outdoors,14,13,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4206,the email chain pretended they couldnt hear met alk about the refund policy yup tbh,the email chain pretended they couldnt hear met alk about the refund policy,0,negative,Sarcasm,negative,Electronics,15,13,medium,5,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4207,First off The automated bot sent me into an infinite loop of three hours wow,first off the automated bot sent me into an infinite loop of three hours,0,negative,Disappointment,negative,Automotive,15,14,medium,2,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4208,The automated bot gave me a completely unrelated response about the refund policy Cheers tbh,the automated bot gave me a completely unrelated response about the refund policy,0,negative,Sarcasm,negative,Electronics,15,13,medium,2,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4209,the  help desk gave me a completely unrelated response about three hours ned of story lol,the help desk gave me a completely unrelated response about three hours ned of story,0,negative,Sarcasm,negative,Clothing,16,15,long,0,1,0,en,negative,positive,0.4019,0.172,0.828,0.0
4210,Well Their phone system pretended they couldn't hear me talk about my issue hmm,well their phone system pretended they couldn't hear me talk about my issue,0,negative,Frustration,negative,Automotive,14,13,medium,0,1,0,en,negative,positive,0.2732,0.149,0.851,0.0
4211,Honestly The automated bot ignored my question regarding the refund policy Cheers !!,honestly the automated bot ignored my question regarding the refund policy,0,negative,Frustration,negative,Sports & Outdoors,13,11,medium,0,1,0,en,negative,positive,0.1779,0.21,0.629,0.161
4212,Honestly The automated bot sent me into an infinite loop of hold music Whatever ??,honestly the automated bot sent me into an infinite loop of hold music,0,negative,Frustration,negative,Clothing,15,13,medium,3,1,0,en,negative,positive,0.4588,0.2,0.8,0.0
4213,Right so Their phone system gave me a completely unrelated response about three hours Oh well,right so their phone system gave me a completely unrelated response about three hours oh well,0,negative,Frustration,negative,Automotive,16,16,long,5,1,0,en,negative,positive,0.2732,0.13,0.87,0.0
4214,if im being real the representative gave me a completely unrelated response about hold music cheers ok,if im being real the representative gave me a completely unrelated response about hold music ok,0,negative,Frustration,negative,Electronics,17,16,long,0,1,0,en,negative,positive,0.296,0.136,0.864,0.0
4215,The  help desk pretended they couldn't hear me talk about hold music,the help desk pretended they couldn't hear me talk about hold music,0,negative,Frustration,negative,Home & Kitchen,12,12,medium,2,1,0,en,negative,positive,0.4019,0.197,0.803,0.0
4216,Their phone system kept me company for the refund policy Oh well .,their phone system kept me company for the refund policy oh well,0,negative,Sarcasm,negative,Electronics,13,12,medium,1,1,0,en,negative,positive,0.2732,0.16,0.84,0.0
4217,Honestly Their phone system ignored my question regarding hold music Fascinating lol,honestly their phone system ignored my question regarding hold music,0,negative,Disappointment,negative,Clothing,12,10,medium,4,1,0,en,negative,positive,0.1779,0.226,0.602,0.173
4218,The representative kept me company for hold music Just putting it out there wow,the representative kept me company for hold music just putting it out there,0,negative,Frustration,negative,Sports & Outdoors,14,13,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4219,First  off The help desk ignored my question regarding three hours Oh well yeah,first off the help desk ignored my question regarding three hours oh well,0,negative,Frustration,negative,Automotive,14,13,medium,8,1,0,en,negative,positive,0.3612,0.281,0.585,0.135
4220,Well The representative ignored my question regarding three hours 379,well the representative ignored my question regarding three hours 379,0,negative,Sarcasm,negative,Home & Kitchen,10,10,medium,0,1,0,en,negative,negative,-0.0516,0.169,0.645,0.185
4221,The representative pretended they couldnt hear me talk about hold music Make of that what you will smh,the representative pretended they couldnt hear me talk about hold music make of that what you will,0,negative,Disappointment,negative,Automotive,18,17,long,2,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4222,Well The email chain pretended they couldn't hear me talk about the refund policy End of story hmm,well the email chain pretended they couldn't hear me talk about the refund policy end of story,0,negative,Disappointment,negative,Electronics,18,17,long,0,1,0,en,negative,positive,0.2732,0.116,0.884,0.0
4223,The representative pretended they couldn't hear me talk about the refund policy Whatever lol,the representative pretended they couldn't hear me talk about the refund policy,0,negative,Sarcasm,negative,Sports & Outdoors,14,12,medium,1,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4224,So The help desk kept me company for hold music Whatever,so the help desk kept me company for hold music,0,negative,Disappointment,negative,Home & Kitchen,11,10,medium,0,1,0,en,negative,positive,0.4549,0.249,0.751,0.0
4226,look the help desk pretended they couldn't hear me talk about another product entirely,look the help desk pretended they couldn't hear me talk about another product entirely,0,negative,Sarcasm,negative,Clothing,14,14,medium,0,1,0,en,negative,positive,0.4019,0.172,0.828,0.0
4227,Right so The automated bot kept me company for the refund policy Oh well ??,right so the automated bot kept me company for the refund policy oh well,0,negative,Disappointment,negative,Automotive,15,14,medium,1,1,0,en,negative,positive,0.2732,0.139,0.861,0.0
4228,right so the automated bot gave me a completely unrelated response about hold music make of that what you will,right so the automated bot gave me a completely unrelated response about hold music make of that what you will,0,negative,Frustration,negative,Sports & Outdoors,20,20,long,9,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4229,The representative pretended they couldn't hear me talk about hold music Anyway yeah,the representative pretended they couldn't hear me talk about hold music,0,negative,Disappointment,negative,Automotive,13,11,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4230,Listen The representative pretended they couldn't hear met alk about three hours End of story lol,listen the representative pretended they couldn't hear met alk about three hours end of story,0,negative,Frustration,negative,Automotive,16,15,long,2,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4231,Okay  The help desk gave me a completely unrelated response about another product entirely !!,okay the help desk gave me a completely unrelated response about another product entirely,0,negative,Disappointment,negative,Clothing,15,14,medium,0,1,0,en,negative,positive,0.5574,0.295,0.705,0.0
4232,Listen The automated bot gave me a completely unrelated response about hold music Make of that what you will ok,listen the automated bot gave me a completely unrelated response about hold music make of that what you will ok,0,negative,Disappointment,negative,Sports & Outdoors,20,20,long,0,1,0,en,negative,positive,0.296,0.109,0.891,0.0
4234,Okay Their phone system kept me company for the refund policy Whatever ok,okay their phone system kept me company for the refund policy ok,0,negative,Disappointment,negative,Electronics,13,12,medium,0,1,0,en,negative,positive,0.4767,0.291,0.709,0.0
4236,the automated bot sent me into an infinite loop of three hours whatever ??,the automated bot sent me into an infinite loop of three hours,0,negative,Sarcasm,negative,Home & Kitchen,14,12,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4237,First off Their phone system ignored my question regarding another product entirely Whatever !!,first off their phone system ignored my question regarding another product entirely,0,negative,Disappointment,negative,Clothing,14,12,medium,3,1,0,en,negative,negative,-0.3182,0.0,0.827,0.173
4239,listen the representative sent me into an infinite loop of the refund policy cheers ??,listen the representative sent me into an infinite loop of the refund policy,0,negative,Sarcasm,negative,Sports & Outdoors,15,13,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4240,i guess their phone system pretended they couldn't hear me talk about my issue yup hmm,i guess their phone system pretended they couldn't hear me talk about my issue,0,negative,Sarcasm,negative,Sports & Outdoors,16,14,medium,1,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4241,i guess the automated bot gave me a completely unrelated response about the refund policy whatever !!,i guess the automated bot gave me a completely unrelated response about the refund policy,0,negative,Frustration,negative,Clothing,17,15,long,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4242,Ok so Their phone system pretended they couldnt hear me talk about my issue,ok so their phone system pretended they couldnt hear me talk about my issue,0,negative,Frustration,negative,Automotive,14,14,medium,1,1,0,en,negative,positive,0.296,0.145,0.855,0.0
4243,Bruh  Their phone system kept me comapny for three hours Make of that what you will lol,their phone system kept me comapny for three hours make of that what you will,0,negative,Sarcasm,negative,Automotive,17,15,long,2,1,0,en,negative,neutral,0.0,0.0,1.0,0.0
4244,look the help desk pretended they couldn't hear me talk about hold music,look the help desk pretended they couldn't hear me talk about hold music,0,negative,Sarcasm,negative,Home & Kitchen,13,13,medium,0,1,0,en,negative,positive,0.4019,0.184,0.816,0.0
